client_id,datetime,code,type,amount,target,type_description,code_description
91924772,237 14:48:44,4814,1030,-4491.83,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
57309825,52 13:26:48,4814,1030,-6121.24,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
52531468,82 20:26:34,6011,2010,-17967.33,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
29894123,208 22:56:60,6010,7071,58371.35,1,Перевод на карту (с карты) через Мобильный банк (с взиманием комиссии с отправителя),Финансовые институты — снятие наличности вручную
45339969,332 18:41:34,5411,1010,-16244.71,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
31433889,113 00:00:00,7311,1100,-2245.92,1,Покупка.,Рекламные услуги
92627852,231 18:10:20,6010,7030,8983.66,0,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
53708094,181 18:27:38,6011,2010,-33688.74,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
97068969,209 15:49:41,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
68511053,410 13:52:18,5411,1010,-5590.08,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
70780820,217 17:18:09,6010,7070,7299.23,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
18904103,378 12:08:43,5812,1010,-3930.35,1,Покупка. POS ,"Места общественного питания, рестораны"
54518053,441 14:38:29,6011,2010,-33688.74,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
